      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 05:53:30  -104330.590207*       0.7261
FIRE:    1 06:00:07  -104330.598303*       0.5541
FIRE:    2 06:05:23  -104330.609048*       0.4189
FIRE:    3 06:11:42  -104330.618334*       0.2379
FIRE:    4 06:18:28  -104330.622812*       0.2309
FIRE:    5 06:25:26  -104330.624717*       0.2559
FIRE:    6 06:28:11  -104330.624933*       0.2061
FIRE:    7 06:32:52  -104330.625363*       0.2178
FIRE:    8 06:37:31  -104330.625934*       0.1687
FIRE:    9 06:43:56  -104330.626657*       0.1602
FIRE:   10 06:49:42  -104330.627454*       0.1458
FIRE:   11 06:54:41  -104330.628305*       0.1693
FIRE:   12 06:58:34  -104330.629211*       0.1293
FIRE:   13 07:02:24  -104330.630230*       0.1318
FIRE:   14 07:07:03  -104330.631362*       0.1332
FIRE:   15 07:12:01  -104330.632618*       0.1284
FIRE:   16 07:17:35  -104330.634038*       0.1208
FIRE:   17 07:22:37  -104330.635678*       0.1173
FIRE:   18 07:27:10  -104330.637627*       0.1161
FIRE:   19 07:31:36  -104330.639907*       0.1193
FIRE:   20 07:36:02  -104330.642500*       0.1084
FIRE:   21 07:41:05  -104330.645398*       0.1056
FIRE:   22 07:46:44  -104330.648532*       0.0959
FIRE:   23 07:53:10  -104330.651923*       0.1031
FIRE:   24 08:00:57  -104330.655143*       0.0901
FIRE:   25 08:07:12  -104330.657713*       0.2091
FIRE:   26 08:14:20  -104330.657974*       0.4841
FIRE:   27 08:17:41  -104330.660368*       0.0754
FIRE:   28 08:22:00  -104330.658995*       0.4028
FIRE:   29 08:24:59  -104330.659608*       0.3170
FIRE:   30 08:28:16  -104330.660321*       0.1687
FIRE:   31 08:31:10  -104330.660564*       0.0793
FIRE:   32 08:34:11  -104330.660568*       0.0464
