      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 05:08:45  -104086.465056*       0.6035
FIRE:    1 05:15:34  -104086.469581*       0.4555
FIRE:    2 05:20:19  -104086.474604*       0.2900
FIRE:    3 05:26:51  -104086.477909*       0.0998
FIRE:    4 05:31:20  -104086.478133*       0.2182
FIRE:    5 05:35:22  -104086.478395*       0.1923
FIRE:    6 05:39:44  -104086.478782*       0.1449
FIRE:    7 05:44:58  -104086.479137*       0.1714
FIRE:    8 05:49:00  -104086.479410*       0.1232
FIRE:    9 05:53:23  -104086.479714*       0.1515
FIRE:   10 05:58:30  -104086.480055*       0.1342
FIRE:   11 06:02:40  -104086.480389*       0.0840
FIRE:   12 06:08:43  -104086.480662*       0.0933
FIRE:   13 06:13:41  -104086.480831*       0.1467
FIRE:   14 06:18:31  -104086.481083*       0.1452
FIRE:   15 06:23:07  -104086.481425*       0.0988
FIRE:   16 06:27:28  -104086.481725*       0.1105
FIRE:   17 06:33:23  -104086.482114*       0.1016
FIRE:   18 06:38:42  -104086.482518*       0.0737
FIRE:   19 06:42:45  -104086.482816*       0.0974
FIRE:   20 06:47:20  -104086.483111*       0.0639
FIRE:   21 06:53:40  -104086.483493*       0.0678
FIRE:   22 06:58:42  -104086.483908*       0.0957
FIRE:   23 07:03:43  -104086.484423*       0.0758
FIRE:   24 07:09:04  -104086.484941*       0.0459
