variable,index,mean,sd,median,hdi95_lower,hdi95_upper
sigma_ln_rate_material,"(0,)",0.866607596610364,0.0202498711913844,0.8664026481600383,0.8281094283636566,0.9062010802859343
sigma_ln_rate_material,"(1,)",0.8045005027333112,0.016677684484409483,0.8042871733907582,0.7735366855167908,0.8381483739075192
sigma_ln_rate_material,"(2,)",0.46749763122442084,0.010166346032624497,0.4673753633502372,0.447342706856954,0.48667384117886636
sigma_ln_rate_material,"(3,)",0.3711200282552375,0.007038131670321483,0.37095929469879996,0.35733540717369755,0.3847122115842506
sigma_ln_rate_material,"(4,)",0.5694592245696817,0.011904621577890415,0.569078514887891,0.5455021388580708,0.5924617767336663
sigma_ln_rate_material,"(5,)",4.032927915653237,0.08803696329411075,4.028705823216075,3.8745480162332195,4.214481258516628
