prior_profile_material,parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
Ag10Pd90,deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.11029928823952571,0.0005394914641660665,-0.11028666751085478,-0.1113619324751577,-0.10922038823876419,0.0026974573208303322,0.0027316117200185037
Ag10Pd90,deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.0618629098273547,0.0011022309759741726,0.06185578630854701,0.05966626521108124,0.06396638400890185,0.005511154879870863,0.005484946192556855
Ag10Pd90,deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,-0.008229725217974266,0.001790539396960839,-0.008277644493157807,-0.011681895822581476,-0.004700546227883686,0.008952696984804194,0.008904946276775728
Ag10Pd90,beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.005282857661332866,0.004628883154339612,0.0040269265569307065,3.40079303524475e-07,0.014747863393355983,0.01603492161123179,0.015523708751634167
Ag10Pd90,q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.31639226892291106,0.005371787772038611,0.3165054488163736,0.305901259282015,0.32686243225852163,0.01860841869729619,0.02206439260684908
Ag10Pd90,Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6896891100885502,0.0010342728879787946,0.6897181947727853,0.6876075743329625,0.6916208941579127,0.005179284083741819,0.00512404807890581
Ag10Pd90,Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6739544271072523,0.0010194723076777377,0.6739552764142949,0.6719973801463859,0.6759597651117533,0.00510516785109725,0.005059016463988829
