material,n_observations,mechanism_residual_mean,mechanism_residual_rms,conditional_residual_mean,conditional_residual_rms,median_abs_standardized_residual,predictive_95_hdi_coverage,median_lag1_residual_correlation,median_abs_residual_slope_per_V,median_shared_squared_residual_fraction
Ag10Pd90,1431,-0.6223906895337722,0.8665177193104738,-0.6223906895337722,0.8665177193104738,0.7649395450835003,0.9671558350803634,0.9733139301404297,1.1354230685560527,0.9818111412769424
Ag25Pd75,1470,0.6129340547584943,0.8042178129773404,0.6129340547584943,0.8042178129773404,0.7558282511039274,0.9795918367346939,0.97115946757487,0.7785030951056552,0.9512474218770347
Ag50Pd50,1476,0.21304768215930167,0.46721007240512497,0.21304768215930167,0.46721007240512497,0.5767781096287538,0.9525745257452575,0.9768039951792624,0.6285933688890322,0.7681374947034554
Ag75Pd25,1476,-0.03243912317997529,0.37069696604119173,-0.03243912317997529,0.37069696604119173,0.81979430667481,0.9742547425474255,0.9791739413238068,0.587526364442561,0.9193224300521554
Ag90Pd10,1476,-0.33626727457426203,0.5692973387634715,-0.33626727457426203,0.5692973387634715,0.775134753416642,0.9742547425474255,0.984756106309045,0.7555731569941848,0.8218413729081822
Pd100,1464,2.631287312449277,4.038065838129914,2.631287312449277,4.038065838129914,0.5426076813463869,0.9364754098360656,0.9989147724793606,22.433196425457268,0.999228942192654
