variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.001949037936508942,0.9885318586807442,0.4484448635416195,0.037209819027270906,0.988243370797049,0.0,0.0
theta_OH_Pd,1.1609409077734061e-08,0.973352970205769,0.0010482671380022742,1.1609409077734061e-08,0.7523341154013681,0.0,0.0
theta_empty_Pd,0.008179466342096204,0.9314887452319949,0.11435957166908152,0.011700398431321236,0.9275935876541183,0.0,0.0
theta_OH_Ag,0.012401776530633844,0.9267778038625484,0.2735776249294327,0.013574890944572048,0.8251472434740107,0.0,0.0
theta_empty_Ag,0.07322219613745136,0.9875982234693661,0.7264223750705672,0.1748527565259894,0.9864251090554279,0.0,0.0
rate_fraction_BF,0.0,0.9999998446290995,0.9731495856554779,0.0,0.9999882020087926,0.0,0.0
rate_fraction_LH,1.5537090075533512e-07,1.0,0.02685041434452211,1.179799120730315e-05,1.0,0.0,0.0
