n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
8793,0.5234922185749004,0.5393563796816416,0.29578513378188553,0.2886751345948129,0.038780848402138066,0.05493005800068236,0.09371090640282043
