      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 22:27:21  -155984.034892*       0.7005
FIRE:    1 22:32:12  -155984.035544*       0.6332
FIRE:    2 22:36:17  -155984.036931*       0.3680
FIRE:    3 22:40:26  -155984.037521*       0.1790
FIRE:    4 22:43:46  -155984.037557*       0.1749
FIRE:    5 22:46:28  -155984.037635*       0.1370
FIRE:    6 22:50:11  -155984.037723*       0.1083
FIRE:    7 22:55:19  -155984.037797*       0.0648
FIRE:    8 22:58:45  -155984.037871*       0.1061
FIRE:    9 23:03:23  -155984.037966*       0.1165
FIRE:   10 23:06:20  -155984.038046*       0.1272
FIRE:   11 23:12:13  -155984.038186*       0.1123
FIRE:   12 23:17:09  -155984.038331*       0.0792
FIRE:   13 23:21:20  -155984.038488*       0.0456
