      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 19:35:01  -159630.821698*       9.7672
FIRE:    1 19:40:01  -159631.656941*       4.6652
FIRE:    2 19:45:39  -159631.727468*       1.5901
FIRE:    3 19:50:00  -159631.724464*       1.9257
FIRE:    4 19:54:18  -159631.728701*       1.7054
FIRE:    5 19:58:09  -159631.735356*       1.2737
FIRE:    6 20:02:59  -159631.741527*       0.6754
FIRE:    7 20:06:13  -159631.744661*       0.2681
FIRE:    8 20:10:00  -159631.744614*       0.8105
FIRE:    9 20:14:25  -159631.744871*       0.8014
FIRE:   10 20:16:24  -159631.745346*       0.7647
FIRE:   11 20:19:23  -159631.746009*       0.6772
FIRE:   12 20:22:53  -159631.746797*       0.5752
FIRE:   13 20:26:17  -159631.747649*       0.4657
FIRE:   14 20:29:32  -159631.748515*       0.3353
FIRE:   15 20:32:22  -159631.749361*       0.2485
FIRE:   16 20:36:31  -159631.750249*       0.2686
FIRE:   17 20:40:29  -159631.751194*       0.2648
FIRE:   18 20:43:52  -159631.752272*       0.3642
FIRE:   19 20:48:55  -159631.753615*       0.4406
FIRE:   20 20:52:05  -159631.755351*       0.4606
FIRE:   21 20:57:10  -159631.757607*       0.4378
FIRE:   22 21:01:24  -159631.760373*       0.3385
FIRE:   23 21:05:05  -159631.763502*       0.2400
FIRE:   24 21:10:19  -159631.766841*       0.2328
FIRE:   25 21:14:52  -159631.770484*       0.3573
FIRE:   26 21:19:20  -159631.774783*       0.3464
FIRE:   27 21:23:16  -159631.779690*       0.1863
FIRE:   28 21:27:25  -159631.784654*       0.2865
FIRE:   29 21:32:04  -159631.789762*       0.3536
FIRE:   30 21:38:36  -159631.795275*       0.2010
FIRE:   31 21:44:10  -159631.800314*       0.3001
FIRE:   32 21:49:54  -159631.805344*       0.2011
FIRE:   33 21:54:38  -159631.809598*       0.3517
FIRE:   34 22:00:15  -159631.813783*       0.1907
FIRE:   35 22:04:26  -159631.816804*       0.3906
FIRE:   36 22:09:10  -159631.819744*       0.3310
FIRE:   37 22:16:11  -159631.822177*       0.1089
FIRE:   38 22:20:38  -159631.824190*       0.1365
FIRE:   39 22:25:54  -159631.825393*       0.4679
FIRE:   40 22:29:09  -159631.826475*       0.1288
FIRE:   41 22:33:35  -159631.826523*       0.3562
FIRE:   42 22:37:14  -159631.826755*       0.2782
FIRE:   43 22:40:14  -159631.827067*       0.1583
FIRE:   44 22:43:59  -159631.827298*       0.0837
FIRE:   45 22:46:41  -159631.827414*       0.1710
FIRE:   46 22:51:49  -159631.827567*       0.2485
FIRE:   47 22:55:12  -159631.827842*       0.2536
FIRE:   48 22:58:48  -159631.828264*       0.2049
FIRE:   49 23:02:11  -159631.828757*       0.1016
FIRE:   50 23:06:05  -159631.829175*       0.1179
FIRE:   51 23:10:10  -159631.829601*       0.2018
FIRE:   52 23:13:48  -159631.830258*       0.1653
FIRE:   53 23:18:09  -159631.831030*       0.0821
FIRE:   54 23:21:44  -159631.831699*       0.1893
FIRE:   55 23:28:50  -159631.832578*       0.1508
FIRE:   56 23:32:44  -159631.833443*       0.1224
FIRE:   57 23:36:26  -159631.834285*       0.1315
FIRE:   58 23:41:08  -159631.835085*       0.1600
FIRE:   59 23:45:09  -159631.835904*       0.0996
FIRE:   60 23:49:21  -159631.836325*       0.2404
FIRE:   61 23:52:37  -159631.836520*       0.1236
FIRE:   62 23:55:22  -159631.836584*       0.0916
FIRE:   63 23:57:40  -159631.836592*       0.0853
FIRE:   64 23:59:38  -159631.836601*       0.0626
FIRE:   65 00:03:26  -159631.836624*       0.0701
FIRE:   66 00:06:47  -159631.836636*       0.0540
FIRE:   67 00:12:09  -159631.836656*       0.0617
FIRE:   68 00:14:17  -159631.836672*       0.0611
FIRE:   69 00:16:35  -159631.836693*       0.0581
FIRE:   70 00:19:52  -159631.836724*       0.0654
FIRE:   71 00:22:10  -159631.836755*       0.0747
FIRE:   72 00:24:49  -159631.836795*       0.0460
