material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag50Pd50,0.25,0.001,41,3,0.3084225778622733,0.12373342767671754,0.8613660732764538,0.13863392672354619
Ag50Pd50,0.25,0.01,41,3,0.3683088515355855,0.08690574720392798,0.9472597979516137,0.05274020204838647
Ag50Pd50,0.25,0.1,41,3,0.2990241735776527,0.15383797725104134,0.7907163719993755,0.20928362800062447
Ag50Pd50,0.25,1.0,41,3,0.1987327770234776,0.21766665947439995,0.45462333869414345,0.5453766613058565
Ag50Pd50,0.5,0.001,41,3,0.16776601869646188,0.2162673097140784,0.3756883241937107,0.624311675806289
Ag50Pd50,0.5,0.01,41,3,0.3840556725127723,0.22917583991292073,0.7374188570578671,0.26258114294213264
Ag50Pd50,0.5,0.1,41,3,0.16497408218302365,0.24413401356427342,0.3134890265877225,0.6865109734122774
Ag50Pd50,0.5,1.0,41,3,0.3452456638989538,0.2650062871799696,0.629251099045573,0.3707489009544269
Ag50Pd50,1.0,0.001,41,3,0.3256500242339217,0.2351670338871174,0.6572480368243471,0.3427519631756529
Ag50Pd50,1.0,0.01,41,3,0.3255473143624356,0.13388255074801578,0.8553371384686017,0.14466286153139843
Ag50Pd50,1.0,0.1,41,3,0.08825609753435847,0.09494873013667672,0.46351781096623323,0.5364821890337669
Ag50Pd50,1.0,1.0,41,3,0.43568995929205456,0.06415055442660866,0.9787806966745382,0.02121930332546225
