has_diagnostic_errors,n_divergent,fraction_divergent,n_max_treedepth,fraction_max_treedepth,min_bfmi,max_rhat,min_ess_bulk,min_ess_tail
True,2,0.0005,0,0.0,1.0186449355047271,1.0031128762975567,738.6340948991846,1029.5569284507544
