observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,492,0.03751461774266775,2.488711079204964,0.08943089430894309,0.024531239939341698,0.17688783259255383,0.6116312023936038
delta_OH,164,0.1468186738553788,0.8472769648632495,0.04878048780487805,0.010770716953865464,0.019584432363654397,0.021924728393220932
delta_CO,369,0.15968151154238233,5.0730813440560265,0.013550135501355014,0.009321070186085492,0.09754726349074079,0.25079949598791496
