parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.12080035359177828,0.0008204457007562214,-0.12078254692941592,-0.12237348174906938,-0.11918539206926146,0.0041022285037811065,0.004066515641301534
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.08517632385730385,0.0023994424264966287,0.08522930303295256,0.08063452777602702,0.09000447485009874,0.011997212132483143,0.011951682719657951
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.005600062765156452,0.0024283659307631823,0.005572980198619138,0.0011814655846749435,0.01068361135203292,0.012141829653815911,0.012120306600414202
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.00546019482951971,0.004994875622129849,0.0039941835316087936,2.5033061937551304e-06,0.01563098288762381,0.017302756710032202,0.016451031138347425
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.2809565919516288,0.006041635779180112,0.28129435612176645,0.26965146551668895,0.2930201329838286,0.02092884026073187,0.024598597333831233
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6785476879866971,0.0016562133464886164,0.6785945672826017,0.6750442690887536,0.6815764082150182,0.00829374870447647,0.008339976976915029
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.9078745673827289,0.1102411764477496,0.8855356457182441,0.7441003862082946,1.122417803869444,0.5520500219865663,0.4830207214316036
