n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1476,0.500235505771724,0.4870982376840581,0.29799702337952694,0.2886751345948129,0.03997289972899729,0.041327913279132794,0.08130081300813008
