,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
deltaG1_0,3000.0,2700.0,1.0,1.7e-05,1.3e-05
deltaG4_0,1600.0,2100.0,1.0,0.00011,8e-05
deltaG5_0,750.0,1000.0,1.0,0.0001,6.9e-05
beta_2,1300.0,1400.0,1.0,0.00017,0.00017
q,1200.0,1600.0,1.0,0.0002,0.00015
Gact2_BF_0,720.0,1000.0,1.0,7.2e-05,4.9e-05
Gact2_LH_0,2200.0,1800.0,1.0,0.0027,0.0024
sigma_ln_rate_material[Ag25Pd75],5400.0,2800.0,1.0,0.0001,7.2e-05
