      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 01:22:19  -127753.506300*       0.4071
FIRE:    1 01:26:29  -127753.508392*       0.3143
FIRE:    2 01:32:56  -127753.511096*       0.2527
FIRE:    3 01:37:38  -127753.513314*       0.1193
FIRE:    4 01:43:19  -127753.513813*       0.1569
FIRE:    5 01:47:38  -127753.513922*       0.1932
FIRE:    6 01:53:19  -127753.514090*       0.1577
FIRE:    7 01:57:30  -127753.514282*       0.1490
FIRE:    8 02:01:30  -127753.514478*       0.1358
FIRE:    9 02:05:25  -127753.514739*       0.0762
FIRE:   10 02:08:44  -127753.514979*       0.1109
FIRE:   11 02:16:52  -127753.515239*       0.0666
FIRE:   12 02:23:38  -127753.515488*       0.0889
FIRE:   13 02:31:01  -127753.515753*       0.1075
FIRE:   14 02:34:49  -127753.516091*       0.0938
FIRE:   15 02:38:27  -127753.516467*       0.0631
FIRE:   16 02:42:17  -127753.516855*       0.0658
FIRE:   17 02:48:38  -127753.517234*       0.0523
FIRE:   18 02:55:04  -127753.517602*       0.0580
FIRE:   19 03:00:28  -127753.517921*       0.0524
FIRE:   20 03:05:45  -127753.518289*       0.0724
FIRE:   21 03:10:29  -127753.518700*       0.0620
FIRE:   22 03:15:11  -127753.519042*       0.0677
FIRE:   23 03:19:21  -127753.519071*       0.0398
