n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
8793,0.5230864891079077,0.5374705707485149,0.2963939969670218,0.2886751345948129,0.032753326509723645,0.05345160923461845,0.08620493574434208
