variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.0020219506988104785,0.9881705775116807,0.44621533511826517,0.03704405069531918,0.9881705775116807,0.0,0.0
theta_OH_Pd,1.1832611091016237e-08,0.9723749890146216,0.0010517302761023281,1.1832611091016237e-08,0.7525189336047081,0.0,0.0
theta_empty_Pd,0.008253186902210058,0.9319238473314523,0.11505089945347452,0.011799389269660602,0.9280720855175637,0.0,0.0
theta_OH_Ag,0.012943597169723313,0.9284646924269887,0.27778637300711523,0.01383309556469495,0.8289006824714922,0.0,0.0
theta_empty_Ag,0.07153530757301131,0.9870564028302766,0.7222136269928847,0.17109931752850785,0.986166904435305,0.0,0.0
rate_fraction_BF,0.0,0.9999998375171865,0.9726080635881447,0.0,0.9999879541486295,0.0,0.0
rate_fraction_LH,1.6248281340163478e-07,1.0,0.027391936411855184,1.2045851370466685e-05,1.0,0.0,0.0
