      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 01:29:51  -128282.550508*       0.4650
FIRE:    1 01:33:50  -128282.554645*       0.4070
FIRE:    2 01:38:21  -128282.561073*       0.3173
FIRE:    3 01:45:30  -128282.567186*       0.2353
FIRE:    4 01:51:07  -128282.571144*       0.1456
FIRE:    5 01:56:23  -128282.572805*       0.0745
FIRE:    6 02:01:37  -128282.573262*       0.1255
FIRE:    7 02:06:30  -128282.573530*       0.1604
FIRE:    8 02:11:07  -128282.574221*       0.1791
FIRE:    9 02:16:37  -128282.575540*       0.1395
FIRE:   10 02:20:48  -128282.577266*       0.0795
FIRE:   11 02:27:10  -128282.579016*       0.0999
FIRE:   12 02:32:05  -128282.580088*       0.2193
FIRE:   13 02:38:16  -128282.579251*       0.4634
FIRE:   14 02:42:33  -128282.581081*       0.1148
FIRE:   15 02:46:45  -128282.580359*       0.3349
FIRE:   16 02:50:28  -128282.580712*       0.2599
FIRE:   17 02:57:59  -128282.581164*       0.1879
FIRE:   18 03:02:01  -128282.581411*       0.0319
