      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 23:18:43  -156153.243956*       0.5922
FIRE:    1 23:26:59  -156153.243940*       0.6191
FIRE:    2 23:32:30  -156153.245348*       0.3142
FIRE:    3 23:36:20  -156153.245834*       0.2327
FIRE:    4 23:39:15  -156153.245916*       0.1826
FIRE:    5 23:42:43  -156153.245994*       0.1513
FIRE:    6 23:46:34  -156153.246074*       0.1285
FIRE:    7 23:50:37  -156153.246154*       0.1015
FIRE:    8 23:53:30  -156153.246217*       0.1018
FIRE:    9 23:59:43  -156153.246308*       0.1149
FIRE:   10 00:05:44  -156153.246409*       0.1221
FIRE:   11 00:11:30  -156153.246554*       0.1152
FIRE:   12 00:16:17  -156153.246746*       0.1074
FIRE:   13 00:21:05  -156153.246934*       0.1050
FIRE:   14 00:24:58  -156153.247161*       0.1162
FIRE:   15 00:29:45  -156153.247414*       0.1448
FIRE:   16 00:35:06  -156153.247737*       0.1228
FIRE:   17 00:41:15  -156153.248091*       0.1146
FIRE:   18 00:48:15  -156153.248475*       0.1175
FIRE:   19 00:52:50  -156153.248942*       0.1297
FIRE:   20 00:57:19  -156153.249483*       0.1265
FIRE:   21 01:03:12  -156153.250129*       0.1215
FIRE:   22 01:10:01  -156153.250861*       0.1120
FIRE:   23 01:14:41  -156153.251688*       0.1098
FIRE:   24 01:20:31  -156153.252590*       0.1444
FIRE:   25 01:28:34  -156153.253574*       0.1353
FIRE:   26 01:34:07  -156153.254648*       0.1251
FIRE:   27 01:39:01  -156153.255750*       0.1463
FIRE:   28 01:44:56  -156153.256499*       0.3439
FIRE:   29 01:48:10  -156153.257056*       0.0912
FIRE:   30 01:51:30  -156153.256658*       0.3524
FIRE:   31 01:55:17  -156153.256883*       0.2567
FIRE:   32 01:59:00  -156153.257111*       0.1036
FIRE:   33 02:03:08  -156153.257164*       0.1002
FIRE:   34 02:06:42  -156153.257181*       0.0746
FIRE:   35 02:10:18  -156153.257180*       0.1029
FIRE:   36 02:13:29  -156153.257193*       0.0850
FIRE:   37 02:17:54  -156153.257198*       0.0448
