      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 19:06:31  -156027.054268*       0.4617
FIRE:    1 19:11:30  -156027.058437*       0.4059
FIRE:    2 19:19:20  -156027.064893*       0.2797
FIRE:    3 19:26:12  -156027.071052*       0.1911
FIRE:    4 19:33:22  -156027.075093*       0.1340
FIRE:    5 19:39:17  -156027.076856*       0.1151
FIRE:    6 19:45:47  -156027.077623*       0.1601
FIRE:    7 19:53:24  -156027.078435*       0.1517
FIRE:    8 19:58:36  -156027.079813*       0.1472
FIRE:    9 20:04:36  -156027.081817*       0.1192
FIRE:   10 20:09:43  -156027.084396*       0.0817
FIRE:   11 20:15:25  -156027.087176*       0.0939
FIRE:   12 20:21:48  -156027.089316*       0.1462
FIRE:   13 20:26:50  -156027.089624*       0.3999
FIRE:   14 20:30:18  -156027.091070*       0.1176
FIRE:   15 20:37:06  -156027.090559*       0.3031
FIRE:   16 20:41:29  -156027.090858*       0.2344
FIRE:   17 20:45:02  -156027.091229*       0.1500
FIRE:   18 20:49:22  -156027.091452*       0.0598
FIRE:   19 20:52:38  -156027.091424*       0.1263
FIRE:   20 20:55:07  -156027.091446*       0.1194
FIRE:   21 20:57:31  -156027.091470*       0.1127
FIRE:   22 21:00:12  -156027.091502*       0.0997
FIRE:   23 21:04:03  -156027.091536*       0.0855
FIRE:   24 21:08:09  -156027.091578*       0.0685
FIRE:   25 21:10:46  -156027.091608*       0.0597
FIRE:   26 21:13:10  -156027.091630*       0.0518
FIRE:   27 21:16:15  -156027.091661*       0.0558
FIRE:   28 21:19:36  -156027.091695*       0.0772
FIRE:   29 21:23:58  -156027.091746*       0.0743
FIRE:   30 21:27:10  -156027.091793*       0.0815
FIRE:   31 21:30:47  -156027.091874*       0.0730
FIRE:   32 21:34:23  -156027.091957*       0.0531
FIRE:   33 21:38:08  -156027.092051*       0.0478
