      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 00:13:06  -127885.401548*       0.1904
FIRE:    1 00:16:47  -127885.402063*       0.1863
FIRE:    2 00:22:28  -127885.402980*       0.1192
FIRE:    3 00:29:04  -127885.403847*       0.0924
FIRE:    4 00:33:24  -127885.404479*       0.0889
FIRE:    5 00:39:33  -127885.404952*       0.0593
FIRE:    6 00:43:54  -127885.405304*       0.0813
FIRE:    7 00:48:48  -127885.405708*       0.1081
FIRE:    8 00:53:40  -127885.406276*       0.0825
FIRE:    9 00:59:44  -127885.407015*       0.0593
FIRE:   10 01:05:10  -127885.407749*       0.0739
FIRE:   11 01:11:01  -127885.408508*       0.0926
FIRE:   12 01:16:47  -127885.409241*       0.1686
FIRE:   13 01:22:47  -127885.409627*       0.3054
FIRE:   14 01:26:49  -127885.410361*       0.0901
FIRE:   15 01:35:04  -127885.410133*       0.2204
FIRE:   16 01:37:51  -127885.410259*       0.2300
FIRE:   17 01:41:01  -127885.410448*       0.0744
FIRE:   18 01:46:00  -127885.410554*       0.0504
FIRE:   19 01:50:19  -127885.410542*       0.1071
FIRE:   20 01:53:16  -127885.410550*       0.1024
FIRE:   21 01:55:52  -127885.410563*       0.0929
FIRE:   22 02:01:29  -127885.410580*       0.0871
FIRE:   23 02:04:20  -127885.410598*       0.0773
FIRE:   24 02:07:19  -127885.410620*       0.0610
FIRE:   25 02:11:48  -127885.410640*       0.0491
