      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 21:27:59  -130987.091550*       2.0506
FIRE:    1 21:33:21  -130987.146471*       1.3211
FIRE:    2 21:38:49  -130987.207843*       1.2327
FIRE:    3 21:43:16  -130987.273652*       0.6545
FIRE:    4 21:47:49  -130987.309943*       0.9409
FIRE:    5 21:53:54  -130987.343962*       0.6572
FIRE:    6 21:59:19  -130987.365948*       0.6582
FIRE:    7 22:04:57  -130987.388996*       0.5665
FIRE:    8 22:10:11  -130987.406076*       0.6904
FIRE:    9 22:16:58  -130987.426668*       0.2020
FIRE:   10 22:21:26  -130987.433278*       0.3309
FIRE:   11 22:25:14  -130987.434273*       0.2081
FIRE:   12 22:28:39  -130987.435339*       0.1953
FIRE:   13 22:33:00  -130987.436241*       0.2277
FIRE:   14 22:36:49  -130987.437437*       0.2545
FIRE:   15 22:40:47  -130987.438991*       0.1612
FIRE:   16 22:44:07  -130987.440177*       0.0959
FIRE:   17 22:47:40  -130987.440806*       0.1950
FIRE:   18 22:51:08  -130987.441497*       0.1603
FIRE:   19 22:56:05  -130987.441986*       0.0794
FIRE:   20 22:58:57  -130987.442020*       0.0754
FIRE:   21 23:02:03  -130987.442085*       0.0634
FIRE:   22 23:04:15  -130987.442164*       0.0661
FIRE:   23 23:07:38  -130987.442264*       0.0540
FIRE:   24 23:10:17  -130987.442372*       0.0537
FIRE:   25 23:13:12  -130987.442497*       0.0586
FIRE:   26 23:15:58  -130987.442610*       0.0569
FIRE:   27 23:18:48  -130987.442746*       0.0696
FIRE:   28 23:21:52  -130987.442885*       0.0528
FIRE:   29 23:26:29  -130987.443057*       0.0562
FIRE:   30 23:29:34  -130987.443234*       0.0601
FIRE:   31 23:33:25  -130987.443423*       0.0573
FIRE:   32 23:36:31  -130987.443606*       0.0453
