material,electrolyte_concentration_M,CO_mole_fraction,replicate,n_points,mean_residual,mean_abs_residual,rms_residual,lag1_residual_correlation,residual_slope_per_V
Ag90Pd10,0.25,0.001,A,41,0.4736199784929779,0.4736199784929779,0.5134966237936777,0.9703282105058774,-0.8961029634700509
Ag90Pd10,0.25,0.001,B,41,0.6729200348568681,0.6729200348568681,0.6926006297794571,0.9636169811693784,-0.5533515567152455
Ag90Pd10,0.25,0.001,C,41,-0.25948723967925846,0.2599311452469754,0.357699159123213,0.9652712007041707,-0.027579269664569646
Ag90Pd10,0.25,0.01,A,41,-0.19847719433071886,0.20357001239436895,0.2334903264547298,0.9402424667334761,0.006205497255927816
Ag90Pd10,0.25,0.01,B,41,-0.18664532513625665,0.1923274233348887,0.215135182349716,0.9360188386955901,0.12244911143626266
Ag90Pd10,0.25,0.01,C,41,-0.7506025829177876,0.7506025829177876,0.7666061383480148,0.9566913527185126,0.19583046490692882
Ag90Pd10,0.25,0.1,A,41,-0.19029676548707514,0.19029676548707514,0.2144649007438899,0.9812798240247895,0.21980575947908493
Ag90Pd10,0.25,0.1,B,41,-0.014733138349921222,0.07186050330063824,0.09985628649619471,0.9828921912820886,0.5855323618660152
Ag90Pd10,0.25,0.1,C,41,-0.7725429780664422,0.7725429780664422,0.7804676661366017,0.9795273296400492,0.06735006303382174
Ag90Pd10,0.25,1.0,A,41,0.4555482185586492,0.4555482185586492,0.45903491787758266,0.9840499041859889,-0.023524533691305555
Ag90Pd10,0.25,1.0,B,41,0.4529561712971952,0.4529561712971952,0.4569748749037666,0.9844410661096971,-0.011561227077916748
Ag90Pd10,0.25,1.0,C,41,-0.07941672254130692,0.0876678229711544,0.11716006400944692,0.9888610853606512,-0.37586453407270837
Ag90Pd10,0.5,0.001,A,41,0.31151324373347344,0.33357496238116496,0.3757930713243874,0.9632014892075693,-1.0253299962935458
Ag90Pd10,0.5,0.001,B,41,0.06318472418258854,0.18844686466127084,0.2127533835440152,0.958783982354027,-0.8849922584525224
Ag90Pd10,0.5,0.001,C,41,0.18031046105383366,0.2202808106821123,0.25281656188130996,0.9526619935225932,-0.48669186338555726
Ag90Pd10,0.5,0.01,A,41,-0.2869267477314072,0.29761402327942504,0.31591140673491497,0.9426088043625123,-0.03457121040758577
Ag90Pd10,0.5,0.01,B,41,-0.4738503832813748,0.476008334110603,0.49265413620624615,0.9490695428482901,0.06855592343964532
Ag90Pd10,0.5,0.01,C,41,-0.4785206601989668,0.4818930774595822,0.4984621503298932,0.9630063781509433,0.5020869446611912
Ag90Pd10,0.5,0.1,A,41,-0.18392620359019757,0.18392620359019757,0.1969046851460636,0.9527762281558628,0.32357918318910733
Ag90Pd10,0.5,0.1,B,41,-0.38785170951835757,0.38785170951835757,0.39442480668712704,0.9346511978740061,0.20533786456606826
Ag90Pd10,0.5,0.1,C,41,-0.3696934783678154,0.37014544594321186,0.3879277971192964,0.9779342100603794,0.8742342650361714
Ag90Pd10,0.5,1.0,A,41,0.6333634158974663,0.6333634158974663,0.6369636847283675,0.9794343090000805,0.3669654422413423
Ag90Pd10,0.5,1.0,B,41,0.40092979935938317,0.40092979935938317,0.40488008825796507,0.9741706009929573,0.11155359966519726
Ag90Pd10,0.5,1.0,C,41,0.21049332577375202,0.21049332577375202,0.2195845979652853,0.9925672735861457,0.45907006633342146
Ag90Pd10,1.0,0.001,A,41,0.5438545026722195,0.5438545026722195,0.6242347750665742,0.9772926875608974,-1.6140875585524377
Ag90Pd10,1.0,0.001,B,41,0.5988269591111391,0.5988269591111391,0.6728722005602672,0.9771894170337144,-1.5064933826454765
Ag90Pd10,1.0,0.001,C,41,0.1421235605367054,0.2445080751462259,0.2739849871895822,0.9665097233340505,-0.8549361052014577
Ag90Pd10,1.0,0.01,A,41,-0.13054102890906985,0.20471716850417448,0.23571075558230084,0.9810403058773952,0.32465971035709307
Ag90Pd10,1.0,0.01,B,41,-0.20361996000076674,0.27485014029517996,0.30006115763230706,0.9836070221218499,0.41463738933750277
Ag90Pd10,1.0,0.01,C,41,-0.46576734724171165,0.48564235924738614,0.5036719058766118,0.9842095186906843,0.5426769495632917
Ag90Pd10,1.0,0.1,A,41,-0.10184576580099383,0.13949351108159752,0.14822830013952293,0.9939617036827473,0.548334503154806
Ag90Pd10,1.0,0.1,B,41,-0.1452621360153179,0.19816168649174942,0.2086406530750979,0.9983875889570066,0.7316910873810539
Ag90Pd10,1.0,0.1,C,41,-0.42786059693256967,0.4316886477251443,0.44297826170318266,0.9810696220708897,0.624756395076984
Ag90Pd10,1.0,1.0,A,41,0.4886758851699898,0.4886758851699898,0.49322756000710566,0.9907351734852231,0.46875939052996013
Ag90Pd10,1.0,1.0,B,41,0.29531754496528456,0.29531754496528456,0.2981604109500895,0.9867327964685553,0.2796000291337666
Ag90Pd10,1.0,1.0,C,41,0.1968754809031331,0.1968754809031331,0.20710057823219136,0.9806258738968182,0.29618208422937253
