observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,492,0.032602699902107984,3.1410407604273174,0.22967479674796748,0.08558424222774337,0.45403135003282896,2.2834020640476793
delta_OH,164,0.0632703759195753,0.24406670459723578,0.34146341463414637,0.005859823159897474,0.02297345137983454,0.027344798511105765
delta_CO,369,0.2429768927300436,5.630350417892222,0.11924119241192412,0.016056070883708837,0.24237982707477018,0.5846645045822819
