parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.09914684243753635,0.0010041610945379857,-0.09915067609870934,-0.10114609463741472,-0.09719774757557767,0.005020805472689928,0.005036249508895459
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.06913798839679879,0.0033072669289257624,0.06914485819884009,0.06249215677290346,0.07541628058411994,0.016536334644628812,0.01648515471860748
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,-0.022194023711968318,0.003153115764670536,-0.0221912586127491,-0.02808879898756314,-0.015962641304041295,0.015765578823352677,0.015467322077307834
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.07219144451145042,0.017381028860622746,0.07208592844246764,0.03564560942233568,0.10354485285720634,0.060209650148839174,0.07147288782617965
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.32146959718801893,0.016336335013552836,0.32226245216212945,0.2895132877725913,0.3532768210057826,0.056590724505879826,0.0671195086665172
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.699034435012862,0.0014964221114768836,0.6991007502917529,0.6960124603636614,0.7017887984604168,0.007493568974506903,0.007375000104347985
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.8842279220992301,0.11554310710386237,0.861387761156716,0.7058009251343934,1.1113305472734563,0.5786002732591983,0.5177641882270947
