n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1476,0.4964871991286261,0.4267443399741033,0.3017452810286373,0.2886751345948129,0.03387533875338753,0.04607046070460705,0.07994579945799458
