variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.0013681716157631476,0.9831303235673512,0.34971220089906296,0.028344635806653445,0.982657313393272,0.0,0.0
theta_OH_Pd,1.0353914776747757e-08,0.9726984297438391,0.0009455785606303352,1.0353914776747757e-08,0.7226221708242676,0.0,0.0
theta_empty_Pd,0.010559903908584327,0.9577460361737146,0.1692435313111063,0.0176875775639161,0.9528199546138889,0.0,0.0
theta_OH_Ag,0.014598257310837004,0.970053895649654,0.389037082340695,0.021451055991786594,0.8968433409195209,0.0,0.0
theta_empty_Ag,0.02994610435034574,0.9854017426891629,0.610962917659305,0.10315665908047893,0.9785489440082135,0.0,0.0
rate_fraction_BF,0.8877453963273526,1.000000000000007,0.9999996684736415,0.998585050031034,1.000000000000007,0.0,0.0
rate_fraction_LH,3.0842787338724336e-19,0.11225460367264588,3.3152635807591054e-07,3.0842787338724336e-19,0.001414949968966203,0.0,0.0
