n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
8793,0.4816193658287397,0.4672894421817913,0.29888869300152143,0.2886751345948129,0.05072216535880814,0.04480837029455249,0.09553053565336063
