material,n_observations,elpd_loo_contribution,mean_elpd_loo,max_pareto_k,n_pareto_k_above_0p7
Ag10Pd90,1431,-2039.8398181428452,-1.4254645829090462,0.16580406628437414,0
Ag25Pd75,1470,-1524.7101574879985,-1.0372177942095229,0.16364942159596932,0
Ag50Pd50,1476,-746.9794588859706,-0.5060836442316874,0.16863716867502732,0
Ag75Pd25,1476,-573.5625336282955,-0.38859250245819477,0.16090388744952308,0
Ag90Pd10,1476,-1360.6549727217016,-0.9218529625485783,0.13665575933225946,0
Pd100,1464,-675.4297300138785,-0.4613591052007367,0.17387947114616759,0
