variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.004431107646914674,0.9958737205998932,0.6802535634046512,0.04751763395894185,0.9956674036641112,0.0,0.0
theta_OH_Pd,3.6259567222668027e-10,0.7985619335394203,8.358280037635169e-05,3.6259567222668027e-10,0.2752265585160571,0.0,0.0
theta_empty_Pd,0.0041262789513939755,0.956198030871304,0.2163987723128239,0.004326719998617215,0.8990082399028664,0.0,0.0
theta_OH_Ag,0.008350387427851961,0.9370974422446599,0.25216790118791876,0.009038468003294513,0.8452818440572958,0.0,0.0
theta_empty_Ag,0.06290255775534033,0.9916496125721481,0.7478320988120813,0.1547181559427042,0.9909615319967054,0.0,0.0
rate_fraction_BF,0.0,0.9564152108794612,0.8272541950975596,0.0,0.9467466372556003,0.0,0.0
rate_fraction_ER,0.0435715967960682,0.9999994464510817,0.16286878401539298,0.05312469012866734,0.9999994464510817,0.0,0.0
rate_fraction_LH,3.2781464215186106e-09,0.8718190593826427,0.00047244811305084265,3.2781464215186106e-09,0.3041352358755683,0.0,0.0
