material,n_observations,mechanism_residual_mean,mechanism_residual_rms,conditional_residual_mean,conditional_residual_rms,median_abs_standardized_residual,predictive_95_hdi_coverage,median_lag1_residual_correlation,median_abs_residual_slope_per_V,median_shared_squared_residual_fraction
Ag10Pd90,1431,-0.7970922564976891,1.0058524698174753,-0.7970922564976891,1.0058524698174753,0.792797226805553,0.9699510831586303,0.998835486621863,3.4857667271877224,0.9933946276269756
Ag25Pd75,1470,0.5179156214994404,0.6820900197310985,0.5179156214994404,0.6820900197310985,0.8342301599385069,0.9897959183673469,0.9954458397222226,1.454691669518696,0.9509435225845495
Ag50Pd50,1476,0.15647800288476152,0.400634586727175,0.15647800288476152,0.400634586727175,0.6619871284812251,0.9308943089430894,0.9966862292264411,1.1441736287348898,0.7795584270635318
Ag75Pd25,1476,-0.0676368460018301,0.35600782435856504,-0.0676368460018301,0.35600782435856504,0.8012671720478282,0.9695121951219512,0.9949126791631868,0.8162082155893966,0.9146377579119369
Ag90Pd10,1476,-0.3622486278324271,0.6075469477251777,-0.3622486278324271,0.6075469477251777,0.7757909481627743,0.9715447154471545,0.9873703204547757,0.6303703957722676,0.8527866428957791
Pd100,1464,0.02868930713496242,0.38260856455663134,0.02868930713496242,0.38260856455663134,0.7000698341874867,0.9665300546448088,0.9795565425294337,0.9317113386637468,0.9049768758764936
