has_diagnostic_errors,n_divergent,fraction_divergent,n_max_treedepth,fraction_max_treedepth,min_bfmi,max_rhat,min_ess_bulk,min_ess_tail
False,0,0.0,0,0.0,0.9540631343915259,1.0021807165812358,702.656603456294,936.581008968851
