material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag90Pd10,0.25,0.001,41,3,0.5624210794970215,0.4060155845534892,0.657397630168877,0.34260236983112313
Ag90Pd10,0.25,0.01,41,3,0.8657994987545561,0.26473141864276584,0.9145010966278709,0.085498903372129
Ag90Pd10,0.25,0.1,41,3,0.46141127595212567,0.32559394007634823,0.667583887879134,0.33241611212086575
Ag90Pd10,0.25,1.0,41,3,0.28919144470119873,0.2525005778466382,0.5674244795644128,0.432575520435587
Ag90Pd10,0.5,0.001,41,3,0.5673307450004609,0.10615390956941714,0.9661736952579619,0.03382630474203815
Ag90Pd10,0.5,0.01,41,3,0.8979391077620018,0.09371373378528342,0.9892252328037928,0.010774767196207099
Ag90Pd10,0.5,0.1,41,3,0.5198740233478885,0.09998337114735324,0.9643314347424414,0.035668565257558696
Ag90Pd10,0.5,1.0,41,3,0.3388775517014374,0.1741537655668318,0.7910721891636874,0.20892781083631268
Ag90Pd10,1.0,0.001,41,3,0.3054220136084917,0.21080728499435467,0.6773238200206363,0.32267617997936376
Ag90Pd10,1.0,0.01,41,3,0.7649991596371436,0.14615525521929423,0.9647842329402934,0.03521576705970627
Ag90Pd10,1.0,0.1,41,3,0.5254928207908703,0.14710671803862924,0.9273283570089035,0.07267164299109662
Ag90Pd10,1.0,1.0,41,3,0.17736441560201033,0.12251667771987253,0.6769780542482382,0.32302194575176174
Pd100,0.25,0.001,38,3,0.5756715334305703,0.19797319462314936,0.8942408876817817,0.10575911231821801
Pd100,0.25,0.01,41,3,0.3920321901250768,0.08086109325479357,0.9591923607560875,0.04080763924391237
Pd100,0.25,0.1,41,3,0.1864806652539412,0.15178620484992636,0.6014976317197319,0.3985023682802681
Pd100,0.25,1.0,41,3,0.40807592185813446,0.11393617522868098,0.9276829183605694,0.07231708163943046
Pd100,0.5,0.001,40,3,0.3327744997760435,0.1974363212432882,0.7396399338159269,0.2603600661840733
Pd100,0.5,0.01,41,3,0.5029458358310218,0.15258864184815996,0.9157128640712054,0.08428713592879455
Pd100,0.5,0.1,41,3,0.2638551283469972,0.14022914625082034,0.7797559446907125,0.22024405530928765
Pd100,0.5,1.0,41,3,0.16665444085150513,0.13215503562242933,0.6139373945294769,0.3860626054705231
Pd100,1.0,0.001,41,3,0.4262928231535647,0.08442422709195882,0.9622592740371535,0.037740725962846396
Pd100,1.0,0.01,41,3,0.3856786634865007,0.07487017330567551,0.9636837509235979,0.03631624907640191
Pd100,1.0,0.1,41,3,0.1599599402841907,0.06861124634209088,0.844609606331253,0.15539039366874688
Pd100,1.0,1.0,41,3,0.2584849302792628,0.06497490623615923,0.9405691945552881,0.059430805444712485
