observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,477,0.030521425913120848,2.632079521104319,0.22851153039832284,0.04220585191844818,0.2882945374503376,0.6897256194448006
delta_OH,152,0.1006030943689259,0.8560514297405777,0.23684210526315788,0.020393827483360057,0.03955243158389028,0.05035799658777611
delta_CO,354,0.2860209154115843,12.300500997061697,0.02824858757062147,0.024645319461210666,0.1466924088996987,0.6470122871471392
