parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.12342489729990865,0.0010529752986714928,-0.12341650323518473,-0.1255059753188011,-0.12138092206635515,0.005264876493357463,0.005261644199821829
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.11321291953082674,0.0044077094408547105,0.11308288182497986,0.10531665739842476,0.12224212381540212,0.02203854720427355,0.02158900182667038
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.031300006919158116,0.005133293282166545,0.031248410086489785,0.02191429814041005,0.04155160975611598,0.025666466410832724,0.025048051610389956
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.08975378688172587,0.04328718873404722,0.0910910595625562,6.191096304457991e-05,0.16104219330324374,0.14995122040838577,0.16945292877915702
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.3163516683652839,0.032527952274193195,0.3171587144486567,0.25870931815186027,0.3783409700854259,0.11268013201015643,0.12592805466691118
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6661817109706678,0.00444756227527946,0.6662555072146139,0.6573100274269411,0.6742828752295053,0.022271867291060368,0.021670261023208612
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.722495582657065,0.004044220245903365,0.7221530251181429,0.7147987690702929,0.7305473202120567,0.02025206866989167,0.020107127451399958
