n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1431,0.4974001932202731,0.4630516352846078,0.3096248574194672,0.2886751345948129,0.03773584905660377,0.03563941299790356,0.07337526205450734
