variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.016170273487881772,0.9936110342588631,0.8701482426716807,0.10530020452079958,0.993421467062597,0.0,0.0
theta_OH_Pd,4.2673071321112216e-10,0.8571319835865291,0.00011903540675102335,4.2673071321112216e-10,0.2535437945620435,0.0,0.0
theta_empty_Pd,0.006229571586043354,0.8966464862051384,0.0742552692259525,0.0066833323658044225,0.8842153642581873,0.0,0.0
theta_OH_Ag,0.0009842216389672415,0.8013706484113795,0.07868666151381606,0.0013123267629412282,0.5047089665787067,0.0,0.0
theta_empty_Ag,0.19862935158862038,0.9990157783610328,0.9213133384861839,0.4952910334212933,0.9986876732370589,0.0,0.0
rate_fraction_BF,0.3479219658201993,0.999999805123385,0.9982596661602186,0.6750171915889462,0.999999805123385,0.0,0.0
rate_fraction_LH,1.948766129931017e-07,0.6520780341798023,0.001740333839781498,1.948766129931017e-07,0.32498280841105526,0.0,0.0
