material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag10Pd90,0.25,0.001,33,3,0.3742315302773068,0.14766795910265282,0.8652756018078264,0.13472439819217338
Ag10Pd90,0.25,0.01,37,3,0.6015486400103761,0.08390801102980859,0.9809148031693857,0.019085196830613965
Ag10Pd90,0.25,0.1,41,3,0.346452283012601,0.07809804592623702,0.9516421324234786,0.048357867576521295
Ag10Pd90,0.25,1.0,41,3,0.3467870253405941,0.07537264981575909,0.9548917451492399,0.045108254850759956
Ag10Pd90,0.5,0.001,38,3,0.41798720816294155,0.11190332498725132,0.9331198227887704,0.06688017721122959
Ag10Pd90,0.5,0.01,41,3,0.3715595741966761,0.06774925105338794,0.9678228227127764,0.03217717728722345
Ag10Pd90,0.5,0.1,41,3,0.18353359646781944,0.05973285365375527,0.9042210664482856,0.09577893355171468
Ag10Pd90,0.5,1.0,41,3,0.5376841242422757,0.04821035966440743,0.9920246677042125,0.007975332295787325
Ag10Pd90,1.0,0.001,41,3,0.16717045046359935,0.08195659043999154,0.8062223901607156,0.19377760983928427
Ag10Pd90,1.0,0.01,41,3,0.5826300298869684,0.08553196224906075,0.9789034708964269,0.021096529103573132
Ag10Pd90,1.0,0.1,41,3,0.2184056894433259,0.07957245070077144,0.8828161310148883,0.11718386898511145
Ag10Pd90,1.0,1.0,41,3,0.5758811517668402,0.09375124632998914,0.9741816597497702,0.02581834025022999
