      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 03:42:44  -128409.833315*       0.6768
FIRE:    1 03:46:37  -128409.833740*       0.5890
FIRE:    2 03:49:43  -128409.835079*       0.3478
FIRE:    3 03:53:31  -128409.835663*       0.1394
FIRE:    4 03:56:26  -128409.835687*       0.1255
FIRE:    5 03:59:08  -128409.835736*       0.1006
FIRE:    6 04:03:21  -128409.835793*       0.0704
FIRE:    7 04:06:29  -128409.835848*       0.0588
FIRE:    8 04:12:15  -128409.835911*       0.0762
FIRE:    9 04:15:16  -128409.835964*       0.0828
FIRE:   10 04:19:55  -128409.836045*       0.0846
FIRE:   11 04:23:24  -128409.836133*       0.0777
FIRE:   12 04:27:19  -128409.836246*       0.0579
FIRE:   13 04:31:09  -128409.836361*       0.0510
FIRE:   14 04:36:45  -128409.836473*       0.0392
