      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 23:42:03  -107210.063248*       9.1438
FIRE:    1 23:47:10  -107210.809338*       3.2445
FIRE:    2 23:51:10  -107210.844965*       1.9344
FIRE:    3 23:55:22  -107210.879189*       1.7210
FIRE:    4 23:59:29  -107210.909876*       2.4127
FIRE:    5 00:03:40  -107210.957887*       2.3053
FIRE:    6 00:08:27  -107211.015133*       1.2150
FIRE:    7 00:13:05  -107211.050863*       1.2450
FIRE:    8 00:17:40  -107211.066269*       1.5992
FIRE:    9 00:22:30  -107211.075043*       0.6536
FIRE:   10 00:25:05  -107211.075814*       0.6178
FIRE:   11 00:28:18  -107211.077250*       0.6165
FIRE:   12 00:31:40  -107211.079051*       0.6213
FIRE:   13 00:35:40  -107211.081066*       0.5688
FIRE:   14 00:39:04  -107211.083242*       0.5070
FIRE:   15 00:42:18  -107211.085611*       0.4941
FIRE:   16 00:45:44  -107211.088159*       0.3816
FIRE:   17 00:49:37  -107211.091028*       0.2812
FIRE:   18 00:53:59  -107211.093967*       0.2397
FIRE:   19 00:57:56  -107211.096779*       0.2643
FIRE:   20 01:03:24  -107211.099647*       0.3396
FIRE:   21 01:07:41  -107211.102773*       0.2515
FIRE:   22 01:11:57  -107211.106024*       0.3067
FIRE:   23 01:15:51  -107211.109779*       0.3817
FIRE:   24 01:19:39  -107211.114533*       0.2432
FIRE:   25 01:23:44  -107211.119834*       0.3159
FIRE:   26 01:28:51  -107211.125576*       0.1820
FIRE:   27 01:33:18  -107211.130305*       0.2423
FIRE:   28 01:37:57  -107211.134110*       0.2207
FIRE:   29 01:42:19  -107211.137303*       0.2587
FIRE:   30 01:47:12  -107211.140282*       0.2738
FIRE:   31 01:52:13  -107211.141227*       0.4592
FIRE:   32 01:55:01  -107211.142081*       0.1474
FIRE:   33 01:58:07  -107211.141939*       0.2475
FIRE:   34 02:00:25  -107211.142045*       0.2088
FIRE:   35 02:02:38  -107211.142193*       0.1469
FIRE:   36 02:04:44  -107211.142289*       0.0495
