      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 06:17:29  -104330.963398*       0.8056
FIRE:    1 06:24:41  -104330.972222*       0.5597
FIRE:    2 06:30:03  -104330.981473*       0.3475
FIRE:    3 06:38:06  -104330.986764*       0.1190
FIRE:    4 06:43:57  -104330.986157*       0.2759
FIRE:    5 06:47:10  -104330.986559*       0.2531
FIRE:    6 06:51:13  -104330.987194*       0.2264
FIRE:    7 06:55:43  -104330.987765*       0.1944
FIRE:    8 06:59:36  -104330.988237*       0.1701
FIRE:    9 07:03:53  -104330.988717*       0.1783
FIRE:   10 07:09:28  -104330.989258*       0.1596
FIRE:   11 07:13:35  -104330.989733*       0.0898
FIRE:   12 07:18:24  -104330.990015*       0.1175
FIRE:   13 07:22:54  -104330.990141*       0.1921
FIRE:   14 07:27:38  -104330.990395*       0.1942
FIRE:   15 07:33:05  -104330.990821*       0.1371
FIRE:   16 07:37:08  -104330.991258*       0.1417
FIRE:   17 07:41:41  -104330.991917*       0.1372
FIRE:   18 07:47:43  -104330.992649*       0.0628
FIRE:   19 07:52:33  -104330.993070*       0.1296
FIRE:   20 07:55:26  -104330.993126*       0.1055
FIRE:   21 07:59:24  -104330.993197*       0.0460
