      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 07:26:21  -104825.970774*       1.1354
FIRE:    1 07:32:45  -104825.971827*       0.9475
FIRE:    2 07:39:05  -104825.975198*       0.5364
FIRE:    3 07:42:59  -104825.976822*       0.1623
FIRE:    4 07:45:21  -104825.976879*       0.1816
FIRE:    5 07:48:20  -104825.976962*       0.1377
FIRE:    6 07:51:20  -104825.977061*       0.1027
FIRE:    7 07:54:40  -104825.977170*       0.0786
FIRE:    8 07:57:12  -104825.977270*       0.0816
FIRE:    9 08:00:25  -104825.977375*       0.1005
FIRE:   10 08:03:57  -104825.977519*       0.1089
FIRE:   11 08:08:21  -104825.977700*       0.1034
FIRE:   12 08:12:30  -104825.977889*       0.0754
FIRE:   13 08:17:34  -104825.978100*       0.0546
FIRE:   14 08:21:53  -104825.978310*       0.0574
FIRE:   15 08:26:07  -104825.978519*       0.0780
FIRE:   16 08:31:00  -104825.978770*       0.0496
