      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 23:38:01  -155812.782048*       0.0561
FIRE:    1 23:42:05  -155812.782115*       0.0721
FIRE:    2 23:49:44  -155812.782237*       0.0841
FIRE:    3 23:55:12  -155812.782364*       0.1011
FIRE:    4 00:00:23  -155812.782546*       0.0787
FIRE:    5 00:07:44  -155812.782770*       0.0840
FIRE:    6 00:13:03  -155812.782941*       0.1375
FIRE:    7 00:18:22  -155812.783182*       0.1363
FIRE:    8 00:23:02  -155812.783511*       0.0823
FIRE:    9 00:28:43  -155812.783858*       0.0906
FIRE:   10 00:33:51  -155812.784174*       0.1500
FIRE:   11 00:37:44  -155812.784284*       0.0327
