      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 23:22:11  -156154.383492*       0.8566
FIRE:    1 23:28:18  -156154.384527*       0.7524
FIRE:    2 23:33:13  -156154.386496*       0.4560
FIRE:    3 23:39:01  -156154.387465*       0.1805
FIRE:    4 23:42:29  -156154.387513*       0.1777
FIRE:    5 23:45:30  -156154.387592*       0.1543
FIRE:    6 23:50:33  -156154.387689*       0.1156
FIRE:    7 23:55:13  -156154.387794*       0.1139
FIRE:    8 23:58:55  -156154.387906*       0.0922
FIRE:    9 00:02:53  -156154.388027*       0.1108
FIRE:   10 00:06:04  -156154.388149*       0.1229
FIRE:   11 00:10:06  -156154.388316*       0.1096
FIRE:   12 00:15:17  -156154.388497*       0.0819
FIRE:   13 00:20:03  -156154.388683*       0.0364
