parameter,mean,sd,q025,q50,q975
beta_2,0.5056258187803215,0.28773886759515926,0.02351392994571472,0.5073432193918619,0.9819926700037017
q,0.5079364949862107,0.2883790088819735,0.02419353726310343,0.5111097413709826,0.9795812122803735
deltaG4_0,-0.0004691926616845823,0.19953229687780819,-0.3774901372900397,-0.000939085268467646,0.3930806015191603
deltaG5_0,-0.0018524410033661366,0.20571601781847232,-0.40199190194540674,-0.0019636007077124913,0.41058550973558444
deltaG1_0,-0.40310289217518414,0.19890279488351154,-0.8058545309138115,-0.4016813282463553,-0.02012417514398786
sigma_ln_rate_material,0.2636597111109763,0.22202582800095308,0.04793589616126509,0.1993118379742878,0.869840060279739
Gact2_0,0.692732677125,0.19857108129845813,0.31305774414098103,0.6992952487365354,1.0807086699326123
