      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 04:56:13  -104086.024752*       0.6477
FIRE:    1 05:01:56  -104086.030268*       0.4921
FIRE:    2 05:07:25  -104086.037152*       0.3925
FIRE:    3 05:14:56  -104086.043559*       0.2417
FIRE:    4 05:21:45  -104086.046563*       0.2425
FIRE:    5 05:28:23  -104086.047972*       0.2199
FIRE:    6 05:34:01  -104086.048828*       0.2561
FIRE:    7 05:37:46  -104086.049099*       0.2358
FIRE:    8 05:42:14  -104086.049532*       0.1331
FIRE:    9 05:47:27  -104086.049993*       0.2323
FIRE:   10 05:51:36  -104086.050489*       0.2226
FIRE:   11 05:56:34  -104086.051095*       0.2255
FIRE:   12 06:02:31  -104086.051810*       0.1455
FIRE:   13 06:06:37  -104086.052503*       0.1529
FIRE:   14 06:12:08  -104086.053199*       0.0895
FIRE:   15 06:16:33  -104086.053842*       0.1318
FIRE:   16 06:21:05  -104086.054543*       0.1239
FIRE:   17 06:25:17  -104086.055291*       0.1223
FIRE:   18 06:30:09  -104086.056065*       0.1631
FIRE:   19 06:34:40  -104086.057057*       0.1412
FIRE:   20 06:40:32  -104086.058257*       0.1130
FIRE:   21 06:45:44  -104086.059642*       0.1001
FIRE:   22 06:51:33  -104086.061142*       0.1026
FIRE:   23 06:57:30  -104086.062665*       0.0638
FIRE:   24 07:02:37  -104086.064132*       0.0952
FIRE:   25 07:08:47  -104086.065516*       0.1634
FIRE:   26 07:15:09  -104086.066527*       0.2621
FIRE:   27 07:19:25  -104086.067068*       0.0882
FIRE:   28 07:23:01  -104086.066994*       0.1813
FIRE:   29 07:25:00  -104086.067074*       0.1599
FIRE:   30 07:28:02  -104086.067186*       0.1062
FIRE:   31 07:31:10  -104086.067266*       0.0503
FIRE:   32 07:33:55  -104086.067284*       0.0872
FIRE:   33 07:36:44  -104086.067299*       0.0808
FIRE:   34 07:38:08  -104086.067303*       0.0749
FIRE:   35 07:40:58  -104086.067313*       0.0695
FIRE:   36 07:44:08  -104086.067321*       0.0641
FIRE:   37 07:47:06  -104086.067341*       0.0539
FIRE:   38 07:49:12  -104086.067359*       0.0458
